[2026-06-02 14:43:14] [INFO] 磁盘空间检查定时器已启动，间隔: 60000ms, 阈值: 90%
[2026-06-02 15:06:41] [INFO] 磁盘空间检查定时器已启动，间隔: 60000ms, 阈值: 90%
[2026-06-02 15:20:44] [INFO] 磁盘空间检查定时器已启动，间隔: 60000ms, 阈值: 90%
[2026-06-02 15:30:03] [INFO] 磁盘空间检查定时器已启动，间隔: 60000ms, 阈值: 90%
[2026-06-02 15:30:47] [INFO] 磁盘空间检查定时器已启动，间隔: 60000ms, 阈值: 90%
[2026-06-02 15:31:37] [INFO] 磁盘空间检查定时器已启动，间隔: 60000ms, 阈值: 90%
[2026-06-02 15:34:08] [INFO] 磁盘空间检查定时器已启动，间隔: 60000ms, 阈值: 90%
[2026-06-02 15:36:28] [INFO] 磁盘空间检查定时器已启动，间隔: 60000ms, 阈值: 90%
[2026-06-02 15:37:12] [INFO] 磁盘空间检查定时器已启动，间隔: 60000ms, 阈值: 90%
[2026-06-02 16:05:20] [INFO] 磁盘空间检查定时器已启动，间隔: 60000ms, 阈值: 90%
[2026-06-02 16:54:52] [INFO] 磁盘空间检测: 使用率 40.8% (已用 176.08 GB / 431.64 GB), 阈值 90%, 需要清理: 否
[2026-06-02 16:55:52] [INFO] 磁盘空间检测: 使用率 40.8% (已用 176.07 GB / 431.64 GB), 阈值 90%, 需要清理: 否
[2026-06-02 16:56:52] [INFO] 磁盘空间检测: 使用率 40.8% (已用 176.07 GB / 431.64 GB), 阈值 90%, 需要清理: 否
[2026-06-02 16:57:52] [INFO] 磁盘空间检测: 使用率 40.7% (已用 175.76 GB / 431.64 GB), 阈值 90%, 需要清理: 否
[2026-06-02 16:58:52] [INFO] 磁盘空间检测: 使用率 40.7% (已用 175.77 GB / 431.64 GB), 阈值 90%, 需要清理: 否
[2026-06-02 16:59:52] [INFO] 磁盘空间检测: 使用率 40.7% (已用 175.78 GB / 431.64 GB), 阈值 90%, 需要清理: 否
[2026-06-02 17:00:52] [INFO] 磁盘空间检测: 使用率 40.7% (已用 175.77 GB / 431.64 GB), 阈值 90%, 需要清理: 否
[2026-06-02 17:01:52] [INFO] 磁盘空间检测: 使用率 40.7% (已用 175.77 GB / 431.64 GB), 阈值 90%, 需要清理: 否
[2026-06-02 17:02:52] [INFO] 磁盘空间检测: 使用率 40.7% (已用 175.77 GB / 431.64 GB), 阈值 90%, 需要清理: 否
[2026-06-02 17:03:52] [INFO] 磁盘空间检测: 使用率 40.7% (已用 175.78 GB / 431.64 GB), 阈值 90%, 需要清理: 否
[2026-06-02 17:04:52] [INFO] 磁盘空间检测: 使用率 40.7% (已用 175.78 GB / 431.64 GB), 阈值 90%, 需要清理: 否
[2026-06-02 17:05:52] [INFO] 磁盘空间检测: 使用率 40.7% (已用 175.78 GB / 431.64 GB), 阈值 90%, 需要清理: 否
[2026-06-02 17:06:52] [INFO] 磁盘空间检测: 使用率 40.7% (已用 175.78 GB / 431.64 GB), 阈值 90%, 需要清理: 否
[2026-06-02 17:07:52] [INFO] 磁盘空间检测: 使用率 40.7% (已用 175.78 GB / 431.64 GB), 阈值 90%, 需要清理: 否
[2026-06-02 17:08:52] [INFO] 磁盘空间检测: 使用率 40.7% (已用 175.79 GB / 431.64 GB), 阈值 90%, 需要清理: 否
[2026-06-02 17:09:52] [INFO] 磁盘空间检测: 使用率 40.7% (已用 175.78 GB / 431.64 GB), 阈值 90%, 需要清理: 否
[2026-06-02 17:10:52] [INFO] 磁盘空间检测: 使用率 40.7% (已用 175.77 GB / 431.64 GB), 阈值 90%, 需要清理: 否
[2026-06-02 17:11:52] [INFO] 磁盘空间检测: 使用率 40.7% (已用 175.78 GB / 431.64 GB), 阈值 90%, 需要清理: 否
[2026-06-02 17:12:52] [INFO] 磁盘空间检测: 使用率 40.7% (已用 175.79 GB / 431.64 GB), 阈值 90%, 需要清理: 否
[2026-06-02 17:13:52] [INFO] 磁盘空间检测: 使用率 40.7% (已用 175.79 GB / 431.64 GB), 阈值 90%, 需要清理: 否
[2026-06-02 17:14:52] [INFO] 磁盘空间检测: 使用率 40.7% (已用 175.79 GB / 431.64 GB), 阈值 90%, 需要清理: 否
[2026-06-02 17:15:52] [INFO] 磁盘空间检测: 使用率 40.8% (已用 176.30 GB / 431.64 GB), 阈值 90%, 需要清理: 否
